match_id,batting_team,innings_total_runs,wickets_lost,winner,,,,
1359479,Royal Challengers Bangalore,172,2,ROYAL CHALLENGERS BANGALORE,,,,
1359480,Chennai Super Kings,217,7,CHENNAI SUPER KINGS,,,,
1359480,Lucknow Super Giants,205,7,CHENNAI SUPER KINGS,,,,
1359481,Delhi Capitals,162,8,GUJARAT TITANS,,,,
1359481,Gujarat Titans,163,4,GUJARAT TITANS,,,,
1359482,Punjab Kings,197,4,PUNJAB KINGS,,,,
1359482,Rajasthan Royals,192,6,PUNJAB KINGS,,,,
1359483,Kolkata Knight Riders,204,7,KOLKATA KNIGHT RIDERS,,,,
1359483,Royal Challengers Bangalore,123,10,KOLKATA KNIGHT RIDERS,,,,
1359484,Lucknow Super Giants,127,5,LUCKNOW SUPER GIANTS,,,,
1359484,Sunrisers Hyderabad,121,7,LUCKNOW SUPER GIANTS,,,,
1359485,Delhi Capitals,142,9,RAJASTHAN ROYALS,,,,
1359485,Rajasthan Royals,199,4,RAJASTHAN ROYALS,,,,
1359486,Chennai Super Kings,159,3,CHENNAI SUPER KINGS,,,,
1359486,Mumbai Indians,157,8,CHENNAI SUPER KINGS,,,,
1359487,Gujarat Titans,204,4,KOLKATA KNIGHT RIDERS,,,,
1359487,Kolkata Knight Riders,207,7,KOLKATA KNIGHT RIDERS,,,,
1359488,Punjab Kings,143,9,SUNRISERS HYDERABAD,,,,
1359488,Sunrisers Hyderabad,145,2,SUNRISERS HYDERABAD,,,,
1359489,Lucknow Super Giants,213,9,LUCKNOW SUPER GIANTS,,,,
1359489,Royal Challengers Bangalore,212,2,LUCKNOW SUPER GIANTS,,,,
1359490,Delhi Capitals,172,9,MUMBAI INDIANS,,,,
1359490,Mumbai Indians,173,3,MUMBAI INDIANS,,,,
1359491,Chennai Super Kings,172,6,RAJASTHAN ROYALS,,,,
1359491,Rajasthan Royals,175,7,RAJASTHAN ROYALS,,,,
1359492,Gujarat Titans,154,4,GUJARAT TITANS,,,,
1359492,Punjab Kings,153,6,GUJARAT TITANS,,,,
1359493,Kolkata Knight Riders,205,7,SUNRISERS HYDERABAD,,,,
1359493,Sunrisers Hyderabad,228,4,SUNRISERS HYDERABAD,,,,
1359494,Delhi Capitals,151,8,ROYAL CHALLENGERS BANGALORE,,,,
1359494,Royal Challengers Bangalore,174,6,ROYAL CHALLENGERS BANGALORE,,,,
1359495,Lucknow Super Giants,159,8,PUNJAB KINGS,,,,
1359495,Punjab Kings,161,8,PUNJAB KINGS,,,,
1359496,Kolkata Knight Riders,185,6,MUMBAI INDIANS,,,,
1359496,Mumbai Indians,186,5,MUMBAI INDIANS,,,,
1359497,Gujarat Titans,177,5,RAJASTHAN ROYALS,,,,
1359497,Rajasthan Royals,179,7,RAJASTHAN ROYALS,,,,
1359498,Chennai Super Kings,226,6,CHENNAI SUPER KINGS,,,,
1359498,Royal Challengers Bangalore,218,8,CHENNAI SUPER KINGS,,,,
1359499,Mumbai Indians,192,4,MUMBAI INDIANS,,,,
1359499,Sunrisers Hyderabad,178,8,MUMBAI INDIANS,,,,
1359500,Lucknow Super Giants,154,5,LUCKNOW SUPER GIANTS,,,,
1359500,Rajasthan Royals,144,5,LUCKNOW SUPER GIANTS,,,,
1359501,Punjab Kings,150,8,ROYAL CHALLENGERS BANGALORE,,,,
1359501,Royal Challengers Bangalore,174,4,ROYAL CHALLENGERS BANGALORE,,,,
1359502,Delhi Capitals,128,6,DELHI CAPITALS,,,,
1359502,Kolkata Knight Riders,127,9,DELHI CAPITALS,,,,
1359503,Chennai Super Kings,138,2,CHENNAI SUPER KINGS,,,,
1359503,Sunrisers Hyderabad,134,6,CHENNAI SUPER KINGS,,,,
1359504,Gujarat Titans,135,6,GUJARAT TITANS,,,,
1359504,Lucknow Super Giants,128,5,GUJARAT TITANS,,,,
1359505,Mumbai Indians,201,6,PUNJAB KINGS,,,,
1359505,Punjab Kings,214,7,PUNJAB KINGS,,,,
1359506,Rajasthan Royals,182,5,ROYAL CHALLENGERS BANGALORE,,,,
1359506,Royal Challengers Bangalore,189,6,ROYAL CHALLENGERS BANGALORE,,,,
1359507,Chennai Super Kings,235,4,CHENNAI SUPER KINGS,,,,
1359507,Kolkata Knight Riders,186,8,CHENNAI SUPER KINGS,,,,
1359508,Delhi Capitals,144,6,DELHI CAPITALS,,,,
1359508,Sunrisers Hyderabad,137,6,DELHI CAPITALS,,,,
1359509,Gujarat Titans,207,6,GUJARAT TITANS,,,,
1359509,Mumbai Indians,152,8,GUJARAT TITANS,,,,
1359510,Kolkata Knight Riders,200,5,KOLKATA KNIGHT RIDERS,,,,
1359510,Royal Challengers Bangalore,179,7,KOLKATA KNIGHT RIDERS,,,,
1359511,Chennai Super Kings,170,6,RAJASTHAN ROYALS,,,,
1359511,Rajasthan Royals,202,4,RAJASTHAN ROYALS,,,,
1359512,Lucknow Super Giants,257,5,LUCKNOW SUPER GIANTS,,,,
1359512,Punjab Kings,201,10,LUCKNOW SUPER GIANTS,,,,
1359513,Gujarat Titans,180,3,GUJARAT TITANS,,,,
1359513,Kolkata Knight Riders,179,7,GUJARAT TITANS,,,,
1359514,Delhi Capitals,188,6,SUNRISERS HYDERABAD,,,,
1359514,Sunrisers Hyderabad,197,6,SUNRISERS HYDERABAD,,,,
1359515,Chennai Super Kings,200,4,PUNJAB KINGS,,,,
1359515,Punjab Kings,201,6,PUNJAB KINGS,,,,
1359516,Mumbai Indians,214,4,MUMBAI INDIANS,,,,
1359516,Rajasthan Royals,212,7,MUMBAI INDIANS,,,,
1359517,Lucknow Super Giants,108,8,ROYAL CHALLENGERS BANGALORE,,,,
1359517,Royal Challengers Bangalore,126,8,ROYAL CHALLENGERS BANGALORE,,,,
1359518,Delhi Capitals,130,7,DELHI CAPITALS,,,,
1359518,Gujarat Titans,125,6,DELHI CAPITALS,,,,
1359520,Mumbai Indians,216,4,MUMBAI INDIANS,,,,
1359520,Punjab Kings,214,3,MUMBAI INDIANS,,,,
1359521,Kolkata Knight Riders,171,8,KOLKATA KNIGHT RIDERS,,,,
1359521,Sunrisers Hyderabad,166,8,KOLKATA KNIGHT RIDERS,,,,
1359522,Gujarat Titans,119,1,GUJARAT TITANS,,,,
1359522,Rajasthan Royals,118,8,GUJARAT TITANS,,,,
1359523,Chennai Super Kings,140,4,CHENNAI SUPER KINGS,,,,
1359523,Mumbai Indians,139,8,CHENNAI SUPER KINGS,,,,
1359524,Delhi Capitals,187,3,DELHI CAPITALS,,,,
1359524,Royal Challengers Bangalore,181,4,DELHI CAPITALS,,,,
1359525,Gujarat Titans,227,2,GUJARAT TITANS,,,,
1359525,Lucknow Super Giants,171,7,GUJARAT TITANS,,,,
1359526,Rajasthan Royals,214,2,SUNRISERS HYDERABAD,,,,
1359526,Sunrisers Hyderabad,217,6,SUNRISERS HYDERABAD,,,,
1359527,Kolkata Knight Riders,182,4,KOLKATA KNIGHT RIDERS,,,,
1359527,Punjab Kings,179,7,KOLKATA KNIGHT RIDERS,,,,
1359528,Mumbai Indians,200,4,MUMBAI INDIANS,,,,
1359528,Royal Challengers Bangalore,199,6,MUMBAI INDIANS,,,,
1359529,Chennai Super Kings,167,8,CHENNAI SUPER KINGS,,,,
1359529,Delhi Capitals,140,6,CHENNAI SUPER KINGS,,,,
1359530,Kolkata Knight Riders,149,8,RAJASTHAN ROYALS,,,,
1359530,Rajasthan Royals,151,0,RAJASTHAN ROYALS,,,,
1359531,Gujarat Titans,191,8,MUMBAI INDIANS,,,,
1359531,Mumbai Indians,218,5,MUMBAI INDIANS,,,,
1359532,Lucknow Super Giants,185,3,LUCKNOW SUPER GIANTS,,,,
1359532,Sunrisers Hyderabad,182,6,LUCKNOW SUPER GIANTS,,,,
1359533,Delhi Capitals,136,8,PUNJAB KINGS,,,,
1359533,Punjab Kings,167,6,PUNJAB KINGS,,,,
1359534,Rajasthan Royals,59,9,ROYAL CHALLENGERS BANGALORE,,,,
1359534,Royal Challengers Bangalore,171,5,ROYAL CHALLENGERS BANGALORE,,,,
1359535,Chennai Super Kings,144,6,KOLKATA KNIGHT RIDERS,,,,
1359535,Kolkata Knight Riders,147,3,KOLKATA KNIGHT RIDERS,,,,
1359536,Gujarat Titans,188,8,GUJARAT TITANS,,,,
1359536,Sunrisers Hyderabad,154,9,GUJARAT TITANS,,,,
1359537,Lucknow Super Giants,177,3,LUCKNOW SUPER GIANTS,,,,
1359537,Mumbai Indians,172,5,LUCKNOW SUPER GIANTS,,,,
1359538,Delhi Capitals,213,2,DELHI CAPITALS,,,,
1359538,Punjab Kings,198,6,DELHI CAPITALS,,,,
1359539,Royal Challengers Bangalore,187,2,ROYAL CHALLENGERS BANGALORE,,,,
1359539,Sunrisers Hyderabad,186,5,ROYAL CHALLENGERS BANGALORE,,,,
1359540,Punjab Kings,187,5,RAJASTHAN ROYALS,,,,
1359540,Rajasthan Royals,189,6,RAJASTHAN ROYALS,,,,
1359541,Chennai Super Kings,223,3,CHENNAI SUPER KINGS,,,,
1359541,Delhi Capitals,146,9,CHENNAI SUPER KINGS,,,,
1359542,Kolkata Knight Riders,175,6,LUCKNOW SUPER GIANTS,,,,
1359542,Lucknow Super Giants,176,8,LUCKNOW SUPER GIANTS,,,,
1359543,Mumbai Indians,201,2,MUMBAI INDIANS,,,,
1359543,Sunrisers Hyderabad,200,5,MUMBAI INDIANS,,,,
1359544,Gujarat Titans,198,4,GUJARAT TITANS,,,,
1359544,Royal Challengers Bangalore,197,5,GUJARAT TITANS,,,,
1370350,Chennai Super Kings,172,7,CHENNAI SUPER KINGS,,,,
1370350,Gujarat Titans,157,9,CHENNAI SUPER KINGS,,,,
1370351,Lucknow Super Giants,101,7,MUMBAI INDIANS,,,,
1370351,Mumbai Indians,182,8,MUMBAI INDIANS,,,,
1370352,Gujarat Titans,233,2,GUJARAT TITANS,,,,
1370352,Mumbai Indians,171,10,GUJARAT TITANS,,,,
1370353,Chennai Super Kings,171,5,CHENNAI SUPER KINGS,,,,
1370353,Gujarat Titans,214,4,CHENNAI SUPER KINGS,,,,
1422119,Chennai Super Kings,176,4,CHENNAI SUPER KINGS,,,,
1422119,Royal Challengers Bengaluru,173,5,CHENNAI SUPER KINGS,,,,
1422120,Delhi Capitals,174,7,PUNJAB KINGS,,,,
1422120,Punjab Kings,177,5,PUNJAB KINGS,,,,
1422121,Kolkata Knight Riders,208,6,KOLKATA KNIGHT RIDERS,,,,
1422121,Sunrisers Hyderabad,204,7,KOLKATA KNIGHT RIDERS,,,,
1422122,Lucknow Super Giants,173,6,RAJASTHAN ROYALS,,,,
1422122,Rajasthan Royals,193,4,RAJASTHAN ROYALS,,,,
1422123,Gujarat Titans,168,6,GUJARAT TITANS,,,,
1422123,Mumbai Indians,162,9,GUJARAT TITANS,,,,
1422124,Punjab Kings,176,6,ROYAL CHALLENGERS BENGALURU,,,,
1422124,Royal Challengers Bengaluru,178,6,ROYAL CHALLENGERS BENGALURU,,,,
1422125,Chennai Super Kings,206,5,CHENNAI SUPER KINGS,,,,
1422125,Gujarat Titans,143,8,CHENNAI SUPER KINGS,,,,
1422126,Mumbai Indians,246,5,SUNRISERS HYDERABAD,,,,
1422126,Sunrisers Hyderabad,277,3,SUNRISERS HYDERABAD,,,,
1422127,Delhi Capitals,173,5,RAJASTHAN ROYALS,,,,
1422127,Rajasthan Royals,185,5,RAJASTHAN ROYALS,,,,
1422128,Kolkata Knight Riders,186,3,KOLKATA KNIGHT RIDERS,,,,
1422128,Royal Challengers Bengaluru,182,5,KOLKATA KNIGHT RIDERS,,,,
1422129,Lucknow Super Giants,199,7,LUCKNOW SUPER GIANTS,,,,
1422129,Punjab Kings,178,5,LUCKNOW SUPER GIANTS,,,,
1422130,Gujarat Titans,168,3,GUJARAT TITANS,,,,
1422130,Sunrisers Hyderabad,162,7,GUJARAT TITANS,,,,
1422131,Chennai Super Kings,171,6,DELHI CAPITALS,,,,
1422131,Delhi Capitals,191,5,DELHI CAPITALS,,,,
1422132,Mumbai Indians,125,9,RAJASTHAN ROYALS,,,,
1422132,Rajasthan Royals,127,4,RAJASTHAN ROYALS,,,,
1422133,Lucknow Super Giants,181,5,LUCKNOW SUPER GIANTS,,,,
1422133,Royal Challengers Bengaluru,153,8,LUCKNOW SUPER GIANTS,,,,
1422134,Delhi Capitals,166,10,KOLKATA KNIGHT RIDERS,,,,
1422134,Kolkata Knight Riders,272,7,KOLKATA KNIGHT RIDERS,,,,
1422135,Gujarat Titans,199,4,PUNJAB KINGS,,,,
1422135,Punjab Kings,200,7,PUNJAB KINGS,,,,
1422136,Chennai Super Kings,165,5,SUNRISERS HYDERABAD,,,,
1422136,Sunrisers Hyderabad,166,4,SUNRISERS HYDERABAD,,,,
1422137,Rajasthan Royals,189,4,RAJASTHAN ROYALS,,,,
1422137,Royal Challengers Bengaluru,183,3,RAJASTHAN ROYALS,,,,
1422138,Delhi Capitals,205,7,MUMBAI INDIANS,,,,
1422138,Mumbai Indians,234,5,MUMBAI INDIANS,,,,
1422139,Gujarat Titans,130,10,LUCKNOW SUPER GIANTS,,,,
1422139,Lucknow Super Giants,163,5,LUCKNOW SUPER GIANTS,,,,
1426260,Chennai Super Kings,141,3,CHENNAI SUPER KINGS,,,,
1426260,Kolkata Knight Riders,137,9,CHENNAI SUPER KINGS,,,,
1426261,Punjab Kings,180,6,SUNRISERS HYDERABAD,,,,
1426261,Sunrisers Hyderabad,182,9,SUNRISERS HYDERABAD,,,,
1426262,Gujarat Titans,199,6,GUJARAT TITANS,,,,
1426262,Rajasthan Royals,196,3,GUJARAT TITANS,,,,
1426263,Mumbai Indians,199,3,MUMBAI INDIANS,,,,
1426263,Royal Challengers Bengaluru,196,8,MUMBAI INDIANS,,,,
1426264,Delhi Capitals,170,4,DELHI CAPITALS,,,,
1426264,Lucknow Super Giants,167,7,DELHI CAPITALS,,,,
1426265,Punjab Kings,147,7,RAJASTHAN ROYALS,,,,
1426265,Rajasthan Royals,152,7,RAJASTHAN ROYALS,,,,
1426266,Kolkata Knight Riders,162,2,KOLKATA KNIGHT RIDERS,,,,
1426266,Lucknow Super Giants,161,7,KOLKATA KNIGHT RIDERS,,,,
1426267,Chennai Super Kings,206,4,CHENNAI SUPER KINGS,,,,
1426267,Mumbai Indians,186,6,CHENNAI SUPER KINGS,,,,
1426268,Royal Challengers Bengaluru,262,6,SUNRISERS HYDERABAD,,,,
1426268,Sunrisers Hyderabad,287,3,SUNRISERS HYDERABAD,,,,
1426269,Kolkata Knight Riders,223,6,RAJASTHAN ROYALS,,,,
1426269,Rajasthan Royals,224,7,RAJASTHAN ROYALS,,,,
1426270,Delhi Capitals,92,4,DELHI CAPITALS,,,,
1426270,Gujarat Titans,89,9,DELHI CAPITALS,,,,
1426271,Mumbai Indians,192,6,MUMBAI INDIANS,,,,
1426271,Punjab Kings,183,9,MUMBAI INDIANS,,,,
1426272,Chennai Super Kings,176,6,LUCKNOW SUPER GIANTS,,,,
1426272,Lucknow Super Giants,180,2,LUCKNOW SUPER GIANTS,,,,
1426273,Delhi Capitals,199,10,SUNRISERS HYDERABAD,,,,
1426273,Sunrisers Hyderabad,266,6,SUNRISERS HYDERABAD,,,,
1426274,Kolkata Knight Riders,222,6,KOLKATA KNIGHT RIDERS,,,,
1426274,Royal Challengers Bengaluru,221,9,KOLKATA KNIGHT RIDERS,,,,
1426275,Gujarat Titans,146,7,GUJARAT TITANS,,,,
1426275,Punjab Kings,142,9,GUJARAT TITANS,,,,
1426276,Mumbai Indians,179,9,RAJASTHAN ROYALS,,,,
1426276,Rajasthan Royals,183,1,RAJASTHAN ROYALS,,,,
1426277,Chennai Super Kings,210,3,LUCKNOW SUPER GIANTS,,,,
1426277,Lucknow Super Giants,213,4,LUCKNOW SUPER GIANTS,,,,
1426278,Delhi Capitals,224,4,DELHI CAPITALS,,,,
1426278,Gujarat Titans,220,8,DELHI CAPITALS,,,,
1426279,Royal Challengers Bengaluru,206,7,ROYAL CHALLENGERS BENGALURU,,,,
1426279,Sunrisers Hyderabad,171,8,ROYAL CHALLENGERS BENGALURU,,,,
1426280,Kolkata Knight Riders,261,5,PUNJAB KINGS,,,,
1426280,Punjab Kings,262,1,PUNJAB KINGS,,,,
1426281,Delhi Capitals,257,4,DELHI CAPITALS,,,,
1426281,Mumbai Indians,247,8,DELHI CAPITALS,,,,
1426282,Lucknow Super Giants,196,5,RAJASTHAN ROYALS,,,,
1426282,Rajasthan Royals,199,3,RAJASTHAN ROYALS,,,,
1426283,Gujarat Titans,200,3,ROYAL CHALLENGERS BENGALURU,,,,
1426283,Royal Challengers Bengaluru,206,1,ROYAL CHALLENGERS BENGALURU,,,,
1426284,Chennai Super Kings,212,3,CHENNAI SUPER KINGS,,,,
1426284,Sunrisers Hyderabad,134,10,CHENNAI SUPER KINGS,,,,
1426285,Delhi Capitals,153,9,KOLKATA KNIGHT RIDERS,,,,
1426285,Kolkata Knight Riders,157,3,KOLKATA KNIGHT RIDERS,,,,
1426286,Lucknow Super Giants,145,5,LUCKNOW SUPER GIANTS,,,,
1426286,Mumbai Indians,144,6,LUCKNOW SUPER GIANTS,,,,
1426287,Chennai Super Kings,162,6,PUNJAB KINGS,,,,
1426287,Punjab Kings,163,3,PUNJAB KINGS,,,,
1426288,Rajasthan Royals,200,7,SUNRISERS HYDERABAD,,,,
1426288,Sunrisers Hyderabad,201,3,SUNRISERS HYDERABAD,,,,
1426289,Kolkata Knight Riders,169,9,KOLKATA KNIGHT RIDERS,,,,
1426289,Mumbai Indians,145,10,KOLKATA KNIGHT RIDERS,,,,
1426290,Gujarat Titans,147,8,ROYAL CHALLENGERS BENGALURU,,,,
1426290,Royal Challengers Bengaluru,152,6,ROYAL CHALLENGERS BENGALURU,,,,
1426291,Chennai Super Kings,167,9,CHENNAI SUPER KINGS,,,,
1426291,Punjab Kings,139,9,CHENNAI SUPER KINGS,,,,
1426292,Kolkata Knight Riders,235,6,KOLKATA KNIGHT RIDERS,,,,
1426292,Lucknow Super Giants,137,10,KOLKATA KNIGHT RIDERS,,,,
1426293,Mumbai Indians,174,3,MUMBAI INDIANS,,,,
1426293,Sunrisers Hyderabad,173,8,MUMBAI INDIANS,,,,
1426294,Delhi Capitals,221,6,DELHI CAPITALS,,,,
1426294,Rajasthan Royals,201,8,DELHI CAPITALS,,,,
1426295,Lucknow Super Giants,165,3,SUNRISERS HYDERABAD,,,,
1426295,Sunrisers Hyderabad,167,0,SUNRISERS HYDERABAD,,,,
1426296,Punjab Kings,181,9,ROYAL CHALLENGERS BENGALURU,,,,
1426296,Royal Challengers Bengaluru,241,7,ROYAL CHALLENGERS BENGALURU,,,,
1426297,Chennai Super Kings,196,7,GUJARAT TITANS,,,,
1426297,Gujarat Titans,231,2,GUJARAT TITANS,,,,
1426298,Kolkata Knight Riders,157,6,KOLKATA KNIGHT RIDERS,,,,
1426298,Mumbai Indians,139,7,KOLKATA KNIGHT RIDERS,,,,
1426299,Chennai Super Kings,145,4,CHENNAI SUPER KINGS,,,,
1426299,Rajasthan Royals,141,5,CHENNAI SUPER KINGS,,,,
1426300,Delhi Capitals,140,8,ROYAL CHALLENGERS BENGALURU,,,,
1426300,Royal Challengers Bengaluru,187,7,ROYAL CHALLENGERS BENGALURU,,,,
1426302,Delhi Capitals,208,4,DELHI CAPITALS,,,,
1426302,Lucknow Super Giants,189,8,DELHI CAPITALS,,,,
1426303,Punjab Kings,145,5,PUNJAB KINGS,,,,
1426303,Rajasthan Royals,144,8,PUNJAB KINGS,,,,
1426305,Lucknow Super Giants,214,6,LUCKNOW SUPER GIANTS,,,,
1426305,Mumbai Indians,196,6,LUCKNOW SUPER GIANTS,,,,
1426306,Chennai Super Kings,191,6,ROYAL CHALLENGERS BENGALURU,,,,
1426306,Royal Challengers Bengaluru,218,4,ROYAL CHALLENGERS BENGALURU,,,,
1426307,Punjab Kings,214,4,SUNRISERS HYDERABAD,,,,
1426307,Sunrisers Hyderabad,215,6,SUNRISERS HYDERABAD,,,,
1426309,Kolkata Knight Riders,164,2,KOLKATA KNIGHT RIDERS,,,,
1426309,Sunrisers Hyderabad,159,9,KOLKATA KNIGHT RIDERS,,,,
1426310,Rajasthan Royals,174,5,RAJASTHAN ROYALS,,,,
1426310,Royal Challengers Bengaluru,172,8,RAJASTHAN ROYALS,,,,
1426311,Rajasthan Royals,139,7,SUNRISERS HYDERABAD,,,,
1426311,Sunrisers Hyderabad,175,8,SUNRISERS HYDERABAD,,,,
1426312,Kolkata Knight Riders,114,2,KOLKATA KNIGHT RIDERS,,,,
1426312,Sunrisers Hyderabad,113,10,KOLKATA KNIGHT RIDERS,,,,
